item_id,post_url,post_uri,post_cid,author_handle,author_did,post_datetime,text,post_type,parent_post_uri,root_post_uri,language,like_count,repost_count,reply_count,quote_count,collector,collection_datetime,search_term_or_method_that_surfaced_it,Has_image,detected_language,engagement_as_of_datetime,enrichment_status,Has_relevant_replies,Seems_relevant_to_collector,source_item_id,snowball_depth,snowball_edge_type,engagement_score,sample_source
8,https://bsky.app/profile/xan.lol/post/3momxcy5g3222,at://did:plc:q7suwaz53ztc4mbiqyygbn43/app.bsky.feed.post/3momxcy5g3222,bafyreibrgt4woiw5dfejf5nprzl4a5ivxleoltbe2ofdty7wo3on2ofi6q,xan.lol,did:plc:q7suwaz53ztc4mbiqyygbn43,2026-06-19T08:45:50.805Z,u could subscribe to @stechlab-labels.bsky.social to get even more lol,reply,at://did:plc:asb3rgscdkkv636buq6blof6/app.bsky.feed.post/3momwsbtgdc2s,at://did:plc:asb3rgscdkkv636buq6blof6/app.bsky.feed.post/3momwsbtgdc2s,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
551,https://bsky.app/profile/hamorichisato.bsky.social/post/3mdabwaglcc2v,at://did:plc:4b47z4oy75kbxafzrqh2rp4g/app.bsky.feed.post/3mdabwaglcc2v,bafyreiesy3y4fkdmj67maey7wh2mdxrqcrgkq5u2pjfnuy4styip4cmeim,hamorichisato.bsky.social,did:plc:4b47z4oy75kbxafzrqh2rp4g,2026-01-25T08:13:49.936Z,"面白いラベラーといえばこれも
不審な垢か判断するためのやつなんだけど
燻りだされるのは
イベント頑張ってる方とツイ廃

bsky.app/profile/stec...",post,,,ja,1,1,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,ja,2026-06-26T14:06:34.776511+00:00,ok,,,,,,6.0,keyword_stratified
792,https://bsky.app/profile/alexanderhay.myatproto.social/post/3mluynj6jo22v,at://did:plc:7wkxedboqzysjzsgetugxq6l/app.bsky.feed.post/3mluynj6jo22v,bafyreibnfltqfkca3jqfqr3frq5w65kavwo3ug5hgsvmxp2dsz7nvgh564,alexanderhay.myatproto.social,did:plc:7wkxedboqzysjzsgetugxq6l,2026-05-15T09:15:20.977Z,You made over 50 replies yesterday. That battleship sailed a while ago.,reply,at://did:plc:bo6nyix45bwzcywkvsofxwjb/app.bsky.feed.post/3mluylqhasc24,at://did:plc:ukm4yark6tmktkhdnscir6si/app.bsky.feed.post/3mltv2rraq22e,en,0,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,made over 50 replies yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
846,https://bsky.app/profile/sameoldstory.co/post/3m5c66bbw2s22,at://did:plc:3bnlr2j4womjtjolzcox25eu/app.bsky.feed.post/3m5c66bbw2s22,bafyreiejqcdkw77ysijkpwv5tv72m3b2hfmvdt73dtm3zy3ma5a7rnpwmm,sameoldstory.co,did:plc:3bnlr2j4womjtjolzcox25eu,2025-11-10T17:40:54.015Z,"Trying to make this observation delicately, but there was an obvious relationship between users with the “posted more than 100 times yesterday” badge and users who had a very hard time with Senate developments",post,,,en,54,7,6,0,keyword search,2026-06-26T14:05:00.228985+00:00,posted more than 100 times yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,89.0,high_engagement
577,https://bsky.app/profile/ingr.own.baby/post/3mc2bngtgtk2z,at://did:plc:vqqputft2o4kkf4rcvvxr3rp/app.bsky.feed.post/3mc2bngtgtk2z,bafyreicza7ydbitfstl7a5ifvrzil5auzrtvjwwj4zq2zdntnvlx6nij4e,ingr.own.baby,did:plc:vqqputft2o4kkf4rcvvxr3rp,2026-01-10T05:27:44.606Z,bsky.app/profile/stec...,reply,at://did:plc:sefdkaynhocvg2bnpenlvioa/app.bsky.feed.post/3mc22oxgq5c2l,at://did:plc:k6kg5ccozcphfcmp4zyx3s64/app.bsky.feed.post/3mc22bca4wc2n,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
788,https://bsky.app/profile/samgavin.com/post/3mgzrunfis224,at://did:plc:ec6tldu7pbeyu6pneo66raed/app.bsky.feed.post/3mgzrunfis224,bafyreiemlilchml7d2j4iellf2vzhpshll5hppb7mcn6jn6nen5fcamodu,samgavin.com,did:plc:ec6tldu7pbeyu6pneo66raed,2026-03-14T15:51:24.641Z,did someone who made over 25 replies yesterday write this post,reply,at://did:plc:k6kg5ccozcphfcmp4zyx3s64/app.bsky.feed.post/3mgzqfsehys2h,at://did:plc:k6kg5ccozcphfcmp4zyx3s64/app.bsky.feed.post/3mgzqfsehys2h,en,4,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,made over 25 replies yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,4.0,keyword_stratified
347,https://bsky.app/profile/vortexegg.com/post/3m4vva2vnvk2u,at://did:plc:gulgraxdu6fcjpitxjniqn55/app.bsky.feed.post/3m4vva2vnvk2u,bafyreiehlupnviquaqbkcgnrwnn6udylt74myqimzt34volw2zppd7ugqe,vortexegg.com,did:plc:gulgraxdu6fcjpitxjniqn55,2025-11-05T20:28:53.894Z,"By the way this labeler is very helpful, if for no other reason than as a signal for gauging other people’ too-onlineness.

@stechlab-labels.bsky.social",post,,,en,20,4,1,1,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,43.0,high_engagement
59,https://bsky.app/profile/thebrewergame.com/post/3mkcozqey522b,at://did:plc:h4z2z77u2dqenxrvt47i7kta/app.bsky.feed.post/3mkcozqey522b,bafyreidnnaqua6yt2jd5lokds3yzlmpjv6yv6j6naddaj4f54z5uag6dhq,thebrewergame.com,did:plc:h4z2z77u2dqenxrvt47i7kta,2026-04-25T09:10:06.800Z,"This is completely unrelated, but WHAT do you do to receive this many labels from @stechlab-labels.bsky.social all at once?!",reply,at://did:plc:l37td5yhxl2irrzrgvei4qay/app.bsky.feed.post/3mkbxsumf4k2p,at://did:plc:l37td5yhxl2irrzrgvei4qay/app.bsky.feed.post/3mkbxsumf4k2p,en,2,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
543,https://bsky.app/profile/nonadecimal.com/post/3mdjp2ypb2k25,at://did:plc:qrocn3cix26pcikisj3nx7kg/app.bsky.feed.post/3mdjp2ypb2k25,bafyreibziwyzzu7gi7hwmziuufhxjbxz352szcnkajnemcq2wtdxomtavm,nonadecimal.com,did:plc:qrocn3cix26pcikisj3nx7kg,2026-01-29T02:03:05.885Z,"Recommending this account labeler from Cornell that makes it easy to spot suspicious accounts and ones that are follow-farming.

bsky.app/profile/stec...",post,,,en,6,3,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,21.0,high_engagement
200,https://bsky.app/profile/ducugavril.nafoforum.org/post/3mcpjdl3ie22c,at://did:plc:w4sp23lb6nuq6favabnuehxe/app.bsky.feed.post/3mcpjdl3ie22c,bafyreig5jrxk3srrg2zjvpubiej72au437ilpiihly3ctamdwwhbktezby,ducugavril.nafoforum.org,did:plc:w4sp23lb6nuq6favabnuehxe,2026-01-18T16:11:17.960Z,"Lots of false positives with this labeler, especially on ""changed username"". It doesn't work right or worse, it's malicious.

@stechlab-labels.bsky.social",post,,,en,9,3,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,24.0,high_engagement
689,https://bsky.app/profile/cait.bsky.social/post/3m5c7f65o7c2i,at://did:plc:awzzrtrcrvpnxi3ph2sbhxwv/app.bsky.feed.post/3m5c7f65o7c2i,bafyreihwnkyne4obcvedns5llbb7sfc5xyqyyccrobkrxq6ju7uacpniyi,cait.bsky.social,did:plc:awzzrtrcrvpnxi3ph2sbhxwv,2025-11-10T18:02:39.354Z,bsky.app/profile/stec...,reply,at://did:plc:2si3soj5w3vadgb4w7giu4oi/app.bsky.feed.post/3m5c7cu4jpc22,at://did:plc:awzzrtrcrvpnxi3ph2sbhxwv/app.bsky.feed.post/3m5c75b55dk2i,en,16,1,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,21.0,keyword_stratified
290,https://bsky.app/profile/dame.is/post/3m6sh733luc23,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m6sh733luc23,bafyreig7kuiz3jegttn4nuwigawndcyi55kkmxjqypsxo73aqoazfqlrg4,dame.is,did:plc:gq4fo3u6tqzzdkjlwzpb23tj,2025-11-29T22:30:12.188Z,"i knew the @stechlab-labels.bsky.social labeler was gonna be annoying for me personally despite how cool the labeler is — people see these flags on my account and immediately think i’m sus lol

reminder, my avatar changes every hour automatically! it runs on my iphone!

dame.is/writing/blog...",quote,,,en,34,5,5,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,59.0,high_engagement
89,https://bsky.app/profile/bigbigtruck.com/post/3miwwj3b6ns25,at://did:plc:iqaa2axsarcpx2tuspnp6ybi/app.bsky.feed.post/3miwwj3b6ns25,bafyreigjxko5toeqwrizvuklsbdizxatxc6cotgk76wgrczgzjbuuw4jni,bigbigtruck.com,did:plc:iqaa2axsarcpx2tuspnp6ybi,2026-04-07T23:26:49.276Z,Apropos of nothing I've found this to be a big improvement to by bsky experience @stechlab-labels.bsky.social,post,,,en,25,5,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,50.0,keyword_stratified
326,https://bsky.app/profile/flefgraph.bsky.social/post/3m5facv36ak2a,at://did:plc:ll2kb2twlf5hokfho4nrze5m/app.bsky.feed.post/3m5facv36ak2a,bafyreihf5j46ky524jliprxknwwukm5kd4xzgp3zi7ejpq7ahyqyinsnvi,flefgraph.bsky.social,did:plc:ll2kb2twlf5hokfho4nrze5m,2025-11-11T22:57:15.681Z,"J'aime énormément le labeler @stechlab-labels.bsky.social .

Surtout les parties montrant les différents types de comportements extrêmes sur le réseau...

Les gens qui ont fait plus de 100 posts dans la journée d'hier, qui n'ont pas fait de pause de plus de 4h en 24h...",post,,,fr,36,9,8,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,fr,2026-06-26T14:06:34.776511+00:00,ok,,,,,,81.0,high_engagement
712,https://bsky.app/profile/apenwarr.ca/post/3m4qgawwp6c2c,at://did:plc:7dudjk2uag3q4wb7l6vfe5yk/app.bsky.feed.post/3m4qgawwp6c2c,bafyreievudwwi2dl2mc2ec7yprntghv72dzf2t3l32ez6u5uj5xdqchjfq,apenwarr.ca,did:plc:7dudjk2uag3q4wb7l6vfe5yk,2025-11-03T16:17:38.469Z,This is pretty neat labeler for quieting the noisiest parts of ”extremely online” discussions without having to block people. bsky.app/profile/stec...,post,,,en,20,5,2,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,45.0,high_engagement
899,https://bsky.app/profile/sky.skymarchini.net/post/3meaol2kouc2b,at://did:plc:j2kmiyhld5btzozgzwy3lc2m/app.bsky.feed.post/3meaol2kouc2b,bafyreid57e7c4hiwvmrvsai7vbdu32qhb7ru3pf4c7na67xpxgm4bb4blu,sky.skymarchini.net,did:plc:j2kmiyhld5btzozgzwy3lc2m,2026-02-07T05:25:24.954Z,"> using —
>no break greater than 4 hrs",quote,,,en,84,3,5,0,keyword search,2026-06-26T14:05:00.228985+00:00,no break greater than,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,99.0,high_engagement
479,https://bsky.app/profile/fimoseosbourne.bsky.social/post/3mihyazum7s24,at://did:plc:zjgzdqej4b5ay4ccolsjzyle/app.bsky.feed.post/3mihyazum7s24,bafyreih46kmkdaty4q5a63cuf5taxkhcj5sivsicqtfm7kevgj662m2nxq,fimoseosbourne.bsky.social,did:plc:zjgzdqej4b5ay4ccolsjzyle,2026-04-02T00:48:10.787Z,"aqui o labeler pra quem tiver interesse:
bsky.app/profile/stec...",reply,at://did:plc:zjgzdqej4b5ay4ccolsjzyle/app.bsky.feed.post/3mihy7btzw224,at://did:plc:zjgzdqej4b5ay4ccolsjzyle/app.bsky.feed.post/3mihy4wobk224,pt,60,12,4,6,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,ca,2026-06-26T14:06:34.776511+00:00,ok,,,,,,138.0,high_engagement
957,https://bsky.app/profile/critterofcreatures.bsky.social/post/3mcidj7iqys2p,at://did:plc:f7ojqbmlokyzrbw7finklqha/app.bsky.feed.post/3mcidj7iqys2p,bafyreigjzkwib63i3q3mp7wcwqil7immjo4nzihlra6iljdwezf3o27nfe,critterofcreatures.bsky.social,did:plc:f7ojqbmlokyzrbw7finklqha,2026-01-15T19:38:26.517Z,"changed profile 5+ times 🗣️🔥🔥🔥
profile changes often: more than 3 in last 30 days
posts a lot: more than 50 times yesterday 🔥🔥🔥🔥🔥",reply,at://did:plc:ormnautzhde2rcgkmo77d6bs/app.bsky.feed.post/3mciddaied22k,at://did:plc:ormnautzhde2rcgkmo77d6bs/app.bsky.feed.post/3mciddaied22k,en,1,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,Profile Changes Often,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
383,https://bsky.app/profile/dame.is/post/3m4h5eb6mr22m,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m4h5eb6mr22m,bafyreidwg5j7kdwa2djtyyz7auwrgqgixbgv6omldn32kb7xna4wtvos2m,dame.is,did:plc:gq4fo3u6tqzzdkjlwzpb23tj,2025-10-30T23:44:28.551Z,"seriously the @stechlab-labels.bsky.social labeler is hella cool, some really interesting data that they’re processing and flagging",reply,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m4h52u3mh22m,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m4h4s4v54s2m,en,63,11,2,12,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,154.0,high_engagement
414,https://bsky.app/profile/magslhalliday.bsky.social/post/3mnwhhgwkb22d,at://did:plc:vaxyggtfjgnf3o4nc52t5j6i/app.bsky.feed.post/3mnwhhgwkb22d,bafyreict5jqbmq3ior2tuk7illitd6mvizo547oz6csqe7ykqtqvzxbkmm,magslhalliday.bsky.social,did:plc:vaxyggtfjgnf3o4nc52t5j6i,2026-06-10T10:03:26.412Z,"The “either terminally online or a bot” labeller is a fave. 

bsky.app/profile/stec...",reply,at://did:plc:e7qyf2qa6ldb5gjlqza5zbtj/app.bsky.feed.post/3mnwgtdjcs22o,at://did:plc:e7qyf2qa6ldb5gjlqza5zbtj/app.bsky.feed.post/3mnwgtdjcs22o,en,5,0,2,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,5.0,keyword_stratified
348,https://bsky.app/profile/goose.art/post/3m4upienibk2m,at://did:plc:hsqwcidfez66lwm3gxhfv5in/app.bsky.feed.post/3m4upienibk2m,bafyreifnod6rm3biwlcctoa6wbyyhzew6vsymspwdrrdef3ab5nx3dl2oq,goose.art,did:plc:hsqwcidfez66lwm3gxhfv5in,2025-11-05T09:13:30.354Z,everyone should hide this label from @stechlab-labels.bsky.social so that when someone posts too much they get put in posters purgatory until the next day,post,,,en,24,1,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,29.0,high_engagement
446,https://bsky.app/profile/khthoniaa.bsky.social/post/3mklosixuws2a,at://did:plc:b6enskf433t4taqluyerhzpx/app.bsky.feed.post/3mklosixuws2a,bafyreicds7axtovwpnddqc3crjkoddn2flg4wguraevm2asy5y4a7qeaoa,khthoniaa.bsky.social,did:plc:b6enskf433t4taqluyerhzpx,2026-04-28T23:00:01.840Z,"This one is also helpful: It's an automatic labeler that detects spammy activity and labels other accounts accordingly:

bsky.app/profile/stec...",reply,at://did:plc:b6enskf433t4taqluyerhzpx/app.bsky.feed.post/3mkloqn7llc2a,at://did:plc:b6enskf433t4taqluyerhzpx/app.bsky.feed.post/3mklo73rik22a,en,2,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
802,https://bsky.app/profile/punishedsadiston.bsky.social/post/3mcuq5s3efk2q,at://did:plc:t2modzvwmhhpubw4wtd2k5fj/app.bsky.feed.post/3mcuq5s3efk2q,bafyreiaekyzdtzxhrahctvlcp3mbnz2mabvp6uvz5ycxug63vyygeedogy,punishedsadiston.bsky.social,did:plc:t2modzvwmhhpubw4wtd2k5fj,2026-01-20T17:56:38.854Z,Labeler are the most fun feature on this juiceless beige waiting room of a social media platform. What do you mean all my mutuals posted more than 50 times yesterday? I NEED to get the “100+ Blocks” and “Toxic Poster” badge.,post,,,en,1,0,0,1,keyword search,2026-06-26T14:05:00.228985+00:00,posted more than 50 times yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,4.0,keyword_stratified
765,https://bsky.app/profile/astral100.bsky.social/post/3mksfmp7hzc2r,at://did:plc:o5662l2bbcljebd6rl7a6rmz/app.bsky.feed.post/3mksfmp7hzc2r,bafyreich2u7eq4czzfqba7cr5dpdq4qbc3rqunnyxqu5t2cn6hfvf3pisa,astral100.bsky.social,did:plc:o5662l2bbcljebd6rl7a6rmz,2026-05-01T15:04:21Z,"Correction: The STech Lab labeler wasn't ""just launched"" — it's been active since ~Oct 2025, presented at AtmosphereConf in March, and has 1,500+ subscribers. I discovered it today but described my discovery as their launch. The analysis of its strengths and gaps still holds.",reply,at://did:plc:o5662l2bbcljebd6rl7a6rmz/app.bsky.feed.post/3mks5njkh4q2f,at://did:plc:o5662l2bbcljebd6rl7a6rmz/app.bsky.feed.post/3mks5njkh4q2f,,2,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,STech Lab,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
48,https://bsky.app/profile/sleepyfella.nekoweb.org/post/3mkt2qnzxu22a,at://did:plc:3wcfjfzq6sxsstw532vicqov/app.bsky.feed.post/3mkt2qnzxu22a,bafyreifz3xtvcmwtxlajxlm2y6vc77iowtx7u525qoehdsycysqit4d734,sleepyfella.nekoweb.org,did:plc:3wcfjfzq6sxsstw532vicqov,2026-05-01T21:22:23.111Z,"ℹ️ - SLEEPY CERTIFIED BLUESKY LABELERS!!

@stechlab-labels.bsky.social
@pridelabeller.bsky.social 
@sonasky.app 
@oracle.posters.rip 
@pronounpicker.ripperoni.com",quote,,,en,7,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,de,2026-06-26T14:06:34.776511+00:00,ok,,,,,,7.0,keyword_stratified
972,https://bsky.app/profile/anthony.parts/post/3mez6d7o7pk2v,at://did:plc:u5fqbuuork5fgcces74nep55/app.bsky.feed.post/3mez6d7o7pk2v,bafyreih3c2umh2w6ceo7zgncumkjfz4oqy5wfp3xjqhtlsnrqcpz5udkja,anthony.parts,did:plc:u5fqbuuork5fgcces74nep55,2026-02-16T23:11:15.470Z,"I figure it's like how there's that ""posted the same url 50+ times yesterday"" labeler that needed to exist because the automated spam detection doesn't want to flag those",reply,at://did:plc:jnswl5635ubljpzhoqqdysj7/app.bsky.feed.post/3mez5z5s65k2k,at://did:plc:jnswl5635ubljpzhoqqdysj7/app.bsky.feed.post/3mez5h7ha6c2w,en,0,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,posted the same url,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
321,https://bsky.app/profile/magslhalliday.bsky.social/post/3m5nxcxmqp22u,at://did:plc:vaxyggtfjgnf3o4nc52t5j6i/app.bsky.feed.post/3m5nxcxmqp22u,bafyreie2acp744yfe6cxn7peowtxhsycm36kqzitlpulxwrbmkqin5atpq,magslhalliday.bsky.social,did:plc:vaxyggtfjgnf3o4nc52t5j6i,2025-11-15T10:10:12.321Z,"In a move to stop me spending too much time on here, I’ve followed @stechlab-labels.bsky.social and picked the labels I want to see. 

Sure, it labels others too, but I do not want to see those “posted 50 times yesterday” labels on my posts.",post,,,en,2,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
312,https://bsky.app/profile/divinecoffeebinge.bsky.social/post/3m5w6wm3kus2z,at://did:plc:gnjum2pmlmx6qunlviiqyxld/app.bsky.feed.post/3m5w6wm3kus2z,bafyreiaxb4uhcrplqsta7w2dlxs2xakkdxdicrnkpnfli3yeruuvvucavi,divinecoffeebinge.bsky.social,did:plc:gnjum2pmlmx6qunlviiqyxld,2025-11-18T16:47:45.416Z,This labeler is cool and good @stechlab-labels.bsky.social,post,,,en,3,1,0,1,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,11.0,keyword_stratified
83,https://bsky.app/profile/anthonyisa.top/post/3mjaua7egpk2z,at://did:plc:4uqzdijb5ndnhttyak2xk6hc/app.bsky.feed.post/3mjaua7egpk2z,bafyreid2agests2fiuiy3zibcitgkxb7fqv75dw5a3iwiuaevqiathvnra,anthonyisa.top,did:plc:4uqzdijb5ndnhttyak2xk6hc,2026-04-11T22:12:41.486Z,@stechlab-labels.bsky.social,reply,at://did:plc:4uqzdijb5ndnhttyak2xk6hc/app.bsky.feed.post/3mjau5veefc2z,at://did:plc:4uqzdijb5ndnhttyak2xk6hc/app.bsky.feed.post/3mjau5veefc2z,en,4,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,4.0,keyword_stratified
415,https://bsky.app/profile/caelan.bsky.social/post/3mnwgsuem2c2o,at://did:plc:e7qyf2qa6ldb5gjlqza5zbtj/app.bsky.feed.post/3mnwgsuem2c2o,bafyreifcokl5qafeqje6zv3xdsblcnl2im6z52cyvo6ehbefql6znzoja4,caelan.bsky.social,did:plc:e7qyf2qa6ldb5gjlqza5zbtj,2026-06-10T09:51:55.861Z,"bsky.app/profile/stec...

Really helps you know who not to engage with lol",reply,at://did:plc:5c6lbp4uiibmlswayzrs7nbr/app.bsky.feed.post/3mnwbkarvwc2z,at://did:plc:e7qyf2qa6ldb5gjlqza5zbtj/app.bsky.feed.post/3mnvfy3prhs2s,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
336,https://bsky.app/profile/werewolf.pizza/post/3m4yvu3uu722u,at://did:plc:nihn7fjuvzsqlal6dqskuvij/app.bsky.feed.post/3m4yvu3uu722u,bafyreiczzg4nhr3lfyfexgra7i37ncuskwh26qsumngpkshv5dmelucoey,werewolf.pizza,did:plc:nihn7fjuvzsqlal6dqskuvij,2025-11-07T01:18:05.220Z,Simply click this way: @stechlab-labels.bsky.social,reply,at://did:plc:hjviwzudgxbu5wb2dbq6guch/app.bsky.feed.post/3m4yvrj5hfk2b,at://did:plc:j5hrotody26iqi24hcusufxu/app.bsky.feed.post/3m4vjh7gw7c2i,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
693,https://bsky.app/profile/dobisan.cc/post/3m55ktk4xks2e,at://did:plc:shzhaffsyhuh7cdlbjkyc3jw/app.bsky.feed.post/3m55ktk4xks2e,bafyreifp44yhv22igxwvkzo6ktrgdjtn2ksupk76ndkwbuaxswxzja2qze,dobisan.cc,did:plc:shzhaffsyhuh7cdlbjkyc3jw,2025-11-08T21:44:14.144Z,"Azt hiszem ez a moderáció dolog sokkal jobban meg van oldva itt Blueskyon. Mert ha a Bluesky nem oldja meg akkor egy egyetem igen. :)

bsky.app/profile/stec...",post,,,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,hu,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
